Time	F0
0.020256068412960463	0.17801256512458585
0.029526868250429907	0.17866417970163956
0.038797668087899355	0.17842870588372198
0.048068467925368806	0.17920021060372707
0.05733926776283824	0.17946730247607595
0.0666100676003077	0.1799167027427785
0.07588086743777714	0.18081947717823355
0.0851516672752466	0.18134831197095183
0.09442246711271604	0.18184150198574406
0.10369326695018548	0.18176874941514387
0.11296406678765494	0.18160785061008666
0.12223486662512437	0.18096867432088995
0.13150566646259382	0.18038623594511247
0.14077646630006327	0.1798008160922237
0.15004726613753272	0.17902972167153888
0.15931806597500217	0.1784365562243005
0.16858886581247162	0.17757691482326213
0.17785966564994107	0.17677911869583768
0.1871304654874105	0.17641978352106935
0.19640126532487995	0.1766092621496182
0.2056720651623494	0.17825505930711916
0.21494286499981885	0.17907109453062042
0.2242136648372883	0.1800555565675456
0.23348446467475772	0.1804505795287438
0.24275526451222718	0.18079338708991127
0.25202606434969665	0.18162813546479314
0.2612968641871661	0.1814100854380127
0.27056766402463556	0.1811036103897375
0.279838463862105	0.18104457768706553
0.2891092636995744	0.17909529889237413
0.2983800635370439	0.17755359543630148
